Date,customerage,transactionduration,loginattempts,txn_hour,is_night,is_weekend,mcc,high_risk_mcc,medium_risk_mcc,new_device,new_ip,customer_tenure_days,short_tenure,unusual_mcc_for_customer,txn_velocity_5min_sim,high_frequency,freq_2plus,proxy,transactiontype_Credit,transactiontype_Debit,transactiontype_nan,channel_Branch,channel_Online,channel_nan,customeroccupation_Doctor,customeroccupation_Engineer,customeroccupation_Retired,customeroccupation_Student,customeroccupation_nan,mcc_risk_low,mcc_risk_medium,mcc_risk_nan,country_BR,country_CA,country_DE,country_FR,country_GB,country_IN,country_MX,country_PL,country_SG,country_UA,country_US,country_nan,[ACTUALS],[PREDICTIONS],[UPPER95],[LOWER95],[PKEY]
10/16/2023,55.0,37.0,2.0,16.0,0.0,0.0,7299.0,1.0,0.0,1.0,1.0,427.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.045:0.955,1,0,admin_maads_train_aug_binary_csv
03/20/2023,80.0,229.0,1.0,17.0,0.0,0.0,7299.0,1.0,0.0,1.0,1.0,546.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.066:0.934,1,0,admin_maads_train_aug_binary_csv
12/28/2023,37.0,51.0,1.0,17.0,0.0,0.0,5921.0,1.0,0.0,1.0,1.0,272.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.001:0.999,1,0,admin_maads_train_aug_binary_csv
11/20/2023,26.0,123.0,1.0,16.0,0.0,0.0,5732.0,0.0,1.0,1.0,1.0,280.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.140:0.860,1,0,admin_maads_train_aug_binary_csv
11/20/2023,68.0,198.0,1.0,16.0,0.0,0.0,5944.0,0.0,1.0,1.0,1.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.641:0.359,1,0,admin_maads_train_aug_binary_csv
07/27/2023,45.0,17.0,1.0,17.0,0.0,0.0,4111.0,0.0,0.0,1.0,1.0,551.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.757:0.243,1,0,admin_maads_train_aug_binary_csv
07/31/2023,29.0,275.0,4.0,16.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,282.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.975:0.025,1,0,admin_maads_train_aug_binary_csv
02/27/2023,32.0,31.0,1.0,16.0,0.0,0.0,5311.0,0.0,0.0,1.0,1.0,284.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.127:0.873,1,0,admin_maads_train_aug_binary_csv
05/22/2023,39.0,167.0,1.0,17.0,0.0,0.0,4111.0,0.0,0.0,1.0,1.0,603.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.993:0.007,1,0,admin_maads_train_aug_binary_csv
06/26/2023,60.0,133.0,1.0,18.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,171.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.986:0.014,1,0,admin_maads_train_aug_binary_csv
08/25/2023,56.0,96.0,1.0,18.0,0.0,0.0,5311.0,0.0,0.0,1.0,1.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.990:0.010,1,0,admin_maads_train_aug_binary_csv
05/22/2023,69.0,148.0,1.0,17.0,0.0,0.0,5921.0,1.0,0.0,1.0,1.0,151.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.678:0.322,1,0,admin_maads_train_aug_binary_csv
08/10/2023,60.0,180.0,1.0,16.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,667.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.727:0.273,1,0,admin_maads_train_aug_binary_csv
03/10/2023,72.0,82.0,1.0,17.0,0.0,0.0,7995.0,1.0,0.0,1.0,1.0,138.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.008:0.992,1,0,admin_maads_train_aug_binary_csv
12/06/2023,41.0,151.0,1.0,17.0,0.0,0.0,5411.0,0.0,0.0,1.0,1.0,486.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.993:0.007,1,0,admin_maads_train_aug_binary_csv
11/17/2023,23.0,254.0,1.0,17.0,0.0,0.0,6011.0,1.0,0.0,1.0,1.0,196.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.095:0.905,1,0,admin_maads_train_aug_binary_csv
10/06/2023,57.0,92.0,1.0,16.0,0.0,0.0,4121.0,0.0,0.0,0.0,1.0,433.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.951:0.049,1,0,admin_maads_train_aug_binary_csv
03/14/2023,33.0,53.0,1.0,16.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,124.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.878:0.122,1,0,admin_maads_train_aug_binary_csv
07/06/2023,22.0,140.0,1.0,18.0,0.0,0.0,6011.0,1.0,0.0,1.0,1.0,469.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.047:0.953,1,0,admin_maads_train_aug_binary_csv
02/10/2023,40.0,104.0,1.0,16.0,0.0,0.0,7995.0,1.0,0.0,1.0,1.0,234.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.695:0.305,1,0,admin_maads_train_aug_binary_csv
09/13/2023,38.0,260.0,1.0,16.0,0.0,0.0,5921.0,1.0,0.0,1.0,1.0,176.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.051:0.949,1,0,admin_maads_train_aug_binary_csv
02/10/2023,29.0,106.0,1.0,18.0,0.0,0.0,6011.0,1.0,0.0,1.0,1.0,872.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.684:0.316,1,0,admin_maads_train_aug_binary_csv
04/24/2023,24.0,13.0,1.0,16.0,0.0,0.0,5411.0,0.0,0.0,1.0,1.0,412.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.990:0.010,1,0,admin_maads_train_aug_binary_csv
06/19/2023,26.0,23.0,1.0,17.0,0.0,0.0,5921.0,1.0,0.0,1.0,1.0,378.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309:0.691,1,0,admin_maads_train_aug_binary_csv
05/15/2023,48.0,127.0,1.0,16.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,193.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.988:0.012,1,0,admin_maads_train_aug_binary_csv
09/05/2023,23.0,15.0,1.0,16.0,0.0,0.0,4111.0,0.0,0.0,1.0,1.0,254.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.987:0.013,1,0,admin_maads_train_aug_binary_csv
08/14/2023,65.0,128.0,1.0,16.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,276.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.988:0.012,1,0,admin_maads_train_aug_binary_csv
10/30/2023,32.0,217.0,1.0,17.0,0.0,0.0,5812.0,0.0,0.0,1.0,1.0,56.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.818:0.182,1,0,admin_maads_train_aug_binary_csv
06/13/2023,37.0,274.0,5.0,17.0,0.0,0.0,5814.0,0.0,0.0,1.0,1.0,303.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.896:0.104,1,0,admin_maads_train_aug_binary_csv
05/22/2023,45.0,60.0,1.0,16.0,0.0,0.0,5814.0,0.0,0.0,1.0,1.0,658.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.993:0.007,1,0,admin_maads_train_aug_binary_csv
09/11/2023,43.0,101.0,1.0,16.0,0.0,0.0,5944.0,0.0,1.0,1.0,1.0,449.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.030:0.970,1,0,admin_maads_train_aug_binary_csv
03/02/2023,21.0,96.0,1.0,16.0,0.0,0.0,5944.0,0.0,1.0,1.0,1.0,285.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.982:0.018,1,0,admin_maads_train_aug_binary_csv
12/18/2023,54.0,165.0,1.0,18.0,0.0,0.0,5812.0,0.0,0.0,1.0,1.0,603.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.799:0.201,1,0,admin_maads_train_aug_binary_csv
10/12/2023,55.0,115.0,1.0,17.0,0.0,0.0,5732.0,0.0,1.0,1.0,1.0,1387.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.987:0.013,1,0,admin_maads_train_aug_binary_csv
03/08/2023,64.0,55.0,1.0,17.0,0.0,0.0,5411.0,0.0,0.0,1.0,1.0,191.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.991:0.009,1,0,admin_maads_train_aug_binary_csv
01/16/2023,42.0,37.0,1.0,17.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,285.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.981:0.019,1,0,admin_maads_train_aug_binary_csv
12/05/2023,19.0,32.0,1.0,17.0,0.0,0.0,5734.0,0.0,1.0,1.0,1.0,191.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.974:0.026,1,0,admin_maads_train_aug_binary_csv
